_id,id,learningTrackCluster_id,Number of Learning Activities in LT,Number of Exercises in LT,Number of Engagement Activities in LT,Number of Communication Activities in LT,Number of Videos in LT,Number of Games in LT,Times Edited,Average Fun of LT,Average Difficulty of LT,typeLT,highuseteachLT,notprimary
751,926dc581-2838-492d-a2ae-30dc18f392bd,8,17.0,15,0,2,0,1,0,3.0,4.0,2,0,1
752,34cdc6b6-0351-4d9b-b784-7d63faec6e0b,3,25.0,12,8,3,3,0,0,,,1,0,1
753,0182ac6a-ac3f-4446-b14b-9f247963f94a,8,10.0,8,0,2,0,1,0,3.4444444444444446,2.6666666666666665,2,0,1
754,eae551e4-5417-4a80-977d-1f0e2eba926b,8,18.0,16,0,2,0,1,0,3.125,3.125,2,0,1
755,69a3257d-7821-4108-9bd2-09c5340facf6,8,10.0,10,0,1,0,0,0,3.375,2.875,2,0,1
757,2c4048a7-840f-4718-83cb-07c7a7cb0cb9,13,1.0,1,1,0,0,0,0,3.75,3.25,1,0,1
758,ba6703bd-19d8-41c2-a048-ab725cd11df4,15,36.0,19,6,1,2,0,1,3.6116504854368934,,1,0,0
759,663e254d-6651-4f17-b9d1-b040ba498861,15,36.0,18,6,1,2,0,0,4.035555555555556,,1,0,0
760,d9217ffa-e140-4c13-a6b4-9f042a01160c,15,36.0,19,6,1,2,0,0,3.7974683544303796,,1,0,0
966,a261d320-3654-4055-8ffa-2dda49574618,15,21.0,17,4,0,1,0,0,3.727272727272727,,1,0,0
764,a906e4a0-aca5-452f-8ee0-8de5fff4a395,8,10.0,8,0,2,0,1,0,3.0,3.0,2,0,1
767,63fe8a1e-b530-473e-a93d-b271ac23e836,15,36.0,19,6,1,2,0,0,,,1,1,0
762,6253d030-4843-4774-94d3-516f2243a327,17,7.0,3,2,0,3,0,0,4.2,2.0,2,0,1
763,4d1b94b7-2849-4b57-abe1-08caad1a22bc,12,7.0,5,0,0,2,1,0,3.75,,3,1,0
614,92ab24df-0936-4dad-bcbb-2158f9eb1755,8,10.0,8,0,2,0,1,0,3.5,2.0,2,0,1
765,ace95aee-91e3-4e8c-a1cb-606b7fba928b,15,27.0,19,6,1,2,0,0,4.085714285714285,,1,1,0
766,41dfc150-e255-4a97-b5e0-3674f02fc517,15,36.0,18,6,1,2,0,0,3.85929648241206,,1,1,0
768,09ec7c71-1bab-4121-ba03-8bddcad7c096,15,0.0,0,1,0,0,0,0,,,1,1,0
967,00259137-9d5f-4994-8469-0eec9fb81488,15,21.0,17,4,0,1,0,0,3.78494623655914,,1,0,0
770,79b99bf9-71c9-480a-8f1f-7bf27c2540b1,15,36.0,19,6,1,2,0,0,,,1,1,0
771,17f07c98-0e42-4271-9e37-507b499c6dee,8,2.0,1,1,0,0,1,0,3.8333333333333335,2.5,2,0,1
772,c948fcc4-890f-4cfc-93db-7b4b2a379dce,8,10.0,8,0,2,0,1,0,,,2,0,1
386,cd6487b6-dade-47f1-9a7e-fc069fbaa352,19,39.0,17,14,2,2,1,0,,,1,0,1
478,0a56be36-25e2-467b-903e-203f7f8b43c4,19,39.0,17,14,2,2,1,2,3.0,3.0,1,0,1
774,cbfcc0b4-aa50-416a-babb-d2bf9b4afc70,19,0.0,0,1,0,0,0,0,4.0,2.0,1,0,1
773,03383f21-3832-4b28-8ab8-05da3ed3c2f8,19,39.0,17,14,2,2,1,0,4.0,2.0,1,0,1
778,116452dc-2e28-4a19-acaa-b65e5620f261,18,12.0,8,3,0,2,0,0,,,0,0,0
780,30ade485-2035-4fe6-be57-cb61ac1257fc,18,17.0,14,2,0,2,0,0,,,0,0,0
782,df9b0c8b-1c82-498d-abe8-b9ef85af860b,18,12.0,8,3,0,1,0,0,,,0,0,0
809,dbf91c99-5955-4fda-8d9d-36d9c0b46ea8,19,0.0,0,1,0,0,0,0,,,1,0,1
776,f3ec86b3-7b95-477e-b342-d78c08be30b2,19,36.0,19,14,2,2,1,3,3.0352422907488985,1.8061674008810573,1,0,1
777,9b089a60-74ad-4d00-a3cf-c7b87dc1f410,19,38.0,16,14,2,2,0,2,3.108695652173913,2.3260869565217392,1,0,1
779,503beab1-bdc0-4898-9d29-a75facbc1bfe,6,4.0,4,1,0,0,0,0,,,1,0,1
781,4ce18f67-49ce-4e3f-85e3-53df61a6129a,18,2.0,2,0,0,1,0,0,,,0,0,0
783,988cd1f4-7e55-4e1e-9607-a77a541ceb5f,14,26.0,15,0,11,0,0,0,3.5,2.0,2,0,1
784,4efa0658-9e4b-4b8a-b4a1-75bbdccd09d2,14,37.0,25,0,13,0,0,0,,,2,0,1
785,f60afc7b-07dd-44b0-990c-e49f19fbe8ac,8,10.0,8,0,2,0,1,0,3.3636363636363638,2.1818181818181817,2,0,1
786,2ecbaddd-f707-44b7-b977-033a96467b60,8,17.0,15,0,2,0,1,0,1.8181818181818181,3.0,2,0,1
787,e473c60f-4c7d-428e-8894-d6d7d92d2cd2,8,10.0,10,0,1,0,0,0,3.0,2.0,2,0,1
788,c28cfc5f-50ad-477e-84b4-dabca1b54841,3,25.0,12,8,3,3,0,0,3.0,3.0,1,0,1
789,4cdba80b-008c-4638-b9d1-8ee3f9fd227f,18,12.0,8,3,0,2,0,0,3.9305555555555554,,0,0,0
790,d69ca9ec-1427-4536-a74a-30844ec4c42c,8,2.0,1,1,0,0,1,0,3.0,3.0,2,0,1
791,fb239cb9-bf3c-4a27-b643-d4583d07e60b,8,17.0,15,0,2,0,1,0,,,2,0,1
798,bf2c0978-ecb9-47bf-937b-cd98088a2f7b,2,3.0,2,1,0,1,0,0,,,1,0,1
810,9ceb241e-cf2f-40db-9117-7e5dc5af35c9,19,0.0,0,1,0,0,0,0,,,1,0,1
792,eca06ae2-c517-4ef8-a6f3-881fe33b04ad,18,12.0,8,3,0,2,0,0,3.830357142857143,2.5555555555555554,0,0,0
793,93930e4f-b19a-4afd-b560-42e4e39de31a,8,2.0,1,1,0,0,1,0,,,2,0,1
794,aff06b0d-38eb-4bde-9a6d-a169a17b8f15,8,2.0,1,1,0,0,1,0,,,2,0,1
795,ee3bea94-5dc1-46b7-be7e-351d971a5584,8,2.0,1,1,0,0,1,0,,,2,0,1
796,ce0bdb71-fe4d-4d62-ae04-3258de0155d7,18,12.0,8,3,0,2,0,0,,,0,0,0
797,11a99841-86d5-46f5-9230-b8dd69079f56,3,26.0,12,8,3,3,1,0,,,1,0,1
799,a100449b-87bf-40c9-8545-bc557e331fd5,19,40.0,19,14,2,2,0,0,,,1,0,1
800,03bc1dd1-f00b-4261-a6f8-6e0e4b41968c,15,36.0,19,6,1,2,0,0,,,1,0,0
801,deadc621-b1f7-4e84-93db-4d850270e779,19,38.0,16,14,2,2,0,0,,,1,0,1
802,d3fcc149-6f0f-4691-baba-41483b754b5c,2,17.0,9,3,0,6,0,0,,,1,0,1
803,cb797241-4cc2-4701-b92e-27c6e0b24e85,15,29.0,17,4,0,1,0,0,,,1,0,0
804,7ced16c6-4a46-49a6-8e70-2f7130b5ec09,15,29.0,17,4,0,1,0,0,,,1,0,0
805,34b358fc-36e7-467a-b246-396412ed6925,15,24.0,15,3,0,1,0,0,,,1,0,0
806,1ce8199a-b518-4413-b237-90bb3bb5be20,15,27.0,16,3,0,1,0,0,,,1,0,0
807,d9e8789f-9c01-492f-9748-121db2341ac8,15,26.0,16,3,0,1,0,0,,,1,0,0
808,1f2f7806-eaa0-45c7-83f4-c59cb5433c53,5,9.0,7,3,0,0,0,0,,,1,0,1
811,b3e225e3-f226-4de9-abf0-ea1b4ab066d7,15,0.0,0,1,0,0,0,0,,,1,0,0
812,6c02f6ca-8e44-49dd-8862-2b5ae71638e6,15,0.0,0,1,0,0,0,0,,,1,0,0
813,da2f09da-bfed-495d-bf38-57c4910ef33b,15,0.0,0,1,0,0,0,0,,,1,0,0
814,6976e6f1-c9ca-4163-924a-7f4757880be1,5,9.0,4,3,0,0,0,0,,,1,0,1
775,e402893c-8dc1-4a93-bb76-8ed5af70435b,19,34.0,17,14,2,2,1,1,3.3756906077348066,2.0331491712707184,1,0,1
819,dbf194dc-bd9d-4a19-83b1-99b5e553169b,7,6.0,5,0,2,0,0,0,,,4,0,1
820,cec68bc0-a930-46f4-8943-2cd9744011bc,7,6.0,5,0,2,0,0,0,,,4,0,1
821,5ca44e7d-26e9-4194-a8be-347fb83c20cd,7,6.0,5,0,2,0,0,0,,,4,0,1
98,13e34e86-8e92-441b-b48d-95891f5963e5,3,28.0,19,8,3,6,1,5,,,1,0,1
815,afacc156-c287-455a-b8e5-f3f322f4910e,7,6.0,5,0,2,0,0,0,,,4,0,1
816,e85cfdd1-6bfd-4c7b-8fa2-a65ce5a40e6d,7,6.0,5,0,2,0,0,0,3.0,2.5,4,0,1
817,61df3898-9ab5-4e71-8862-ee7bf777aa65,7,6.0,5,0,2,0,0,0,,,4,0,1
818,71fce2ed-9fb8-47fe-85b7-d51d0929c585,7,6.0,5,0,2,0,0,0,,,4,0,1
769,fe608722-f5ee-4c32-8c28-9624a4c0384e,18,12.0,8,3,0,1,0,0,,,0,0,0
822,394fc56c-c061-4655-abec-7dc8ba3750f3,7,6.0,5,0,2,0,0,0,,,4,0,1
823,06281e92-fbac-4677-be22-79ffa6bc167d,7,6.0,5,0,2,0,0,0,,,4,0,1
824,085eadc8-a2c0-4ddd-8e88-147aef595b7c,7,6.0,5,0,2,0,0,0,1.0,1.0,4,0,1
825,aab4f8df-b7e1-426d-94c2-1a90e55857ab,7,6.0,5,0,2,0,0,0,,,4,0,1
826,cd3d5b62-7063-4e72-91f6-aae8b3148eb5,7,6.0,5,0,2,0,0,0,1.5,1.8333333333333333,4,0,1
827,0626ac3d-3b75-4f9f-8225-637f7679d85f,7,6.0,5,0,2,0,0,0,,,4,0,1
828,dfcb519b-ecfe-4d10-9082-667ffa3e26ac,7,6.0,5,0,2,0,0,0,1.0,1.0,4,0,1
829,9e1cbad2-8718-42d2-9fef-20fdbf7fb455,7,6.0,5,0,2,0,0,0,,,4,0,1
830,0b76f185-fa88-4207-92d5-face4fd66287,6,10.0,7,4,0,0,0,0,3.4655172413793105,2.3448275862068964,1,0,1
831,d5c99725-772e-4fdb-8d1e-1887cbd819da,6,4.0,4,1,0,0,0,0,2.5,3.230769230769231,1,0,1
832,4c886f0e-21a5-4edc-af56-950967277899,6,10.0,7,4,0,0,0,0,,,1,0,1
833,bd8af413-f372-4a31-8473-d5bae116cf3c,6,4.0,4,1,0,0,0,0,,,1,0,1
834,1b027c70-7244-4333-b5a4-93a8962df21e,6,4.0,4,1,0,0,0,0,2.769230769230769,3.269230769230769,1,0,1
835,9a131224-8bf7-4d13-b302-bfd64b2fe03b,6,4.0,4,1,0,0,0,0,2.6052631578947367,3.9210526315789473,1,0,1
836,0f104327-a1dd-49e6-8d04-9dc32940c725,6,10.0,7,4,0,0,0,0,3.6491228070175437,2.3157894736842106,1,0,1
837,0267be9d-1611-427c-b24e-8746bfdc3400,6,10.0,7,4,0,0,0,0,3.376470588235294,2.6588235294117646,1,0,1
838,847c65ab-424d-41c2-a003-972d915cb8d6,17,7.0,3,2,0,3,0,0,4.0,2.0,2,0,1
756,5f91e3ed-7396-4361-899d-909224f9c237,8,19.0,17,0,2,0,1,0,4.4,1.6,2,0,1
843,99efa28b-6fd5-487a-be0f-c8ba652edbd9,7,6.0,5,0,2,0,0,0,,,4,0,1
839,79000f06-5b69-4b6c-823c-9265254296a8,17,9.0,3,4,0,3,0,0,4.25,1.75,2,0,1
840,4e633cc1-e96f-4e32-a6c8-700a2273ab4e,7,6.0,5,0,2,0,0,0,1.0,5.0,4,0,1
841,a3bdc16b-3f03-4275-9e23-41e80c5a27e2,7,6.0,5,0,2,0,0,0,,,4,0,1
842,49d8c159-63ba-4f67-bdbd-ca6f27734755,7,6.0,5,0,2,0,0,0,,,4,0,1
858,820cf2cb-eb58-423b-a8c4-bc7801f7e0af,12,7.0,5,0,0,2,1,0,,,3,0,0
844,0b0f6b69-efd9-47ec-a878-f4e2954fce2f,7,6.0,5,0,2,0,0,0,,,4,0,1
845,e1424673-cf93-4e0b-bcc2-e6bf642e1bf9,7,6.0,5,0,2,0,0,0,,,4,0,1
846,452b39a6-d416-47b2-b477-1e6efd5ada6a,7,6.0,5,0,2,0,0,0,,,4,0,1
847,b4c12738-30cf-4c2e-b89a-18e64cf238c4,7,6.0,5,0,2,0,0,0,,,4,0,1
848,a9579f14-8b89-4551-9bb5-04be638b0420,3,25.0,12,8,3,3,0,0,2.7777777777777777,2.888888888888889,1,0,1
849,86382c31-1274-483f-a343-8b6e152bedd8,3,28.0,14,8,3,3,1,0,,,1,0,1
850,c24b0660-e615-4d88-994a-63e9401ec193,6,10.0,7,4,0,0,0,0,,,1,0,1
851,d48a9758-25ba-4325-8758-369851650a7e,6,4.0,4,1,0,0,0,0,,,1,0,1
853,c0a6e0ce-0dc9-46ad-82a2-2f32862c811e,6,10.0,7,4,0,0,0,0,3.1695906432748537,2.426900584795322,1,0,1
852,14871b15-9f28-46be-bd81-7950bf8ae66a,6,4.0,4,1,0,0,0,0,,,1,0,1
854,a80b5253-64ce-4704-9805-3c8194e3936c,6,4.0,4,1,0,0,0,0,3.0714285714285716,3.0714285714285716,1,0,1
855,c35d2f70-7c3b-477b-8559-2d6705e4d9c2,12,7.0,5,0,0,2,1,0,3.933333333333333,,3,1,0
856,022f3d0b-1790-4a01-ba43-2b508ca173cc,12,8.0,4,0,0,4,1,0,2.8333333333333335,,3,1,0
857,64460a2a-23e3-4138-aceb-4a104327a90b,12,7.0,5,0,0,2,1,0,,,3,0,0
877,59dab709-f133-404c-8bda-d05a7dd7004a,15,0.0,0,1,0,0,0,0,,,1,0,0
859,6dfe4269-2887-4668-a386-e63e38970dac,12,7.0,5,0,0,2,1,0,,,3,0,0
860,d8284855-6609-4418-88c2-4e37c9b5cb35,12,8.0,4,0,0,4,1,0,3.0,,3,0,0
861,c763a4d7-b997-4ea3-8525-00cf8ba9e68a,14,26.0,15,0,11,0,0,0,,,2,0,1
862,8ee0fc6f-e0bb-4d4d-8dc3-3eb7c2dcf5aa,14,37.0,25,0,13,0,0,0,,,2,0,1
863,44015ede-e21f-465e-aee5-d7812e9261de,8,10.0,8,0,2,0,1,0,1.0,3.0,2,0,1
864,3f3d1652-87cc-47bf-8100-7df5f866839e,8,17.0,15,0,2,0,1,0,,,2,0,1
865,ca865a32-21d3-4204-964c-242e6e13b9a8,8,10.0,10,0,1,0,0,0,2.5,3.5,2,0,1
866,23505182-857b-4897-a885-5a98adbac7ca,15,36.0,19,6,1,2,0,0,,,1,0,0
867,ece070d1-c312-48d4-96bb-bf36d4bb0aab,15,26.0,16,4,0,1,0,0,,,1,0,0
868,65c1c07d-bf18-4271-bd1f-e432b942b3f3,15,36.0,18,6,1,2,0,0,,,1,0,0
869,e550e0f7-8844-43d8-8cce-d59825dcebb8,15,36.0,19,6,1,2,0,0,3.096774193548387,2.0410557184750733,1,0,0
870,6dd861e4-7897-4e41-bccc-3599eb4ac307,15,29.0,17,4,0,1,0,0,,,1,0,0
871,8632487e-2112-44d9-8d2c-9b45c8b7c41a,15,29.0,17,4,0,1,0,0,2.948717948717949,2.1538461538461537,1,0,0
872,6c0b30af-5806-4e7c-9b7b-8f41ec51a87b,15,24.0,15,3,0,1,0,0,,,1,0,0
873,8db3dfb3-ffb7-4956-827e-437940bbc5bd,15,27.0,16,3,0,1,0,0,3.7142857142857144,1.5952380952380953,1,0,0
874,b2caad5f-95e2-4e0f-ae77-78f1072b89db,15,26.0,16,3,0,1,0,0,,,1,0,0
968,560bc8b2-80a3-4c2e-96c3-f35ac9b40e47,3,25.0,12,8,3,3,0,0,,,1,0,1
876,f4cfc963-7ca2-4859-ad84-ea3fefcfe687,15,0.0,0,1,0,0,0,0,,,1,0,0
878,cf7bae5b-79e2-47b2-8dd7-5a6e888e279a,13,1.0,1,1,0,0,0,0,3.4814814814814814,2.4444444444444446,1,0,1
875,ebbcc5ed-15c8-47d7-a955-6171ccea9a36,15,0.0,0,1,0,0,0,0,,,1,0,0
879,85698c3b-4308-4ea2-b90f-402be40ffb50,15,36.0,19,6,1,2,0,0,3.4285714285714284,,1,1,0
880,eaa1322b-70f2-4d77-b402-972586a93956,14,37.0,25,0,13,0,0,0,3.6666666666666665,2.0833333333333335,2,0,1
881,5e431bac-1d7d-4ade-a2d7-164a1deca1c2,8,2.0,1,1,0,0,1,0,,,2,0,1
882,dee16962-0250-448d-b7f9-8f65c97ef13c,18,12.0,8,3,0,2,0,0,3.4,2.6,0,0,0
883,90f06bb6-a230-4b8e-bafb-07e18e1f7ad7,3,25.0,12,8,3,3,0,0,,,1,0,1
884,9e23a5cd-263c-4521-856e-619b46aecb2e,8,2.0,1,1,0,0,1,0,3.5,3.0,2,0,1
885,1bdc29f3-2c17-4f7a-a395-a8d9b56fd83b,15,26.0,16,4,0,1,0,0,4.198581560283688,,1,1,0
886,33b1d879-9338-4ce1-9dd6-8c4973fe956e,15,29.0,17,4,0,1,0,0,3.6180257510729614,,1,1,0
887,571d189f-5e6c-4274-9b89-c8939ae2a9a9,3,25.0,12,8,3,3,0,0,4.5,2.0,1,0,1
888,a9ef73ba-5928-48e3-86de-33f3a2f72f60,3,28.0,14,8,3,3,1,0,4.0,1.5,1,0,1
889,bc79ab2b-4b71-4c7e-8177-609d84ce2b63,3,26.0,12,8,3,3,1,0,,,1,0,1
890,084ef2c0-36d9-45a0-8b27-8110cca6beb0,3,25.0,12,8,3,3,0,0,,,1,0,1
891,30c0527e-0734-4e42-8621-4fdd01bd622f,12,7.0,5,0,0,2,1,0,,,3,0,0
892,bb8fa0ae-0008-4858-b36c-4474af3759aa,3,25.0,12,8,3,3,0,0,,,1,0,1
893,b276a11d-af8d-4f7b-98c2-fbe57c7e087c,18,17.0,14,2,0,2,0,0,,,0,0,0
894,653b19d5-9c2a-4f17-a19d-e1a728a81add,13,1.0,1,1,0,0,0,0,,,1,0,1
895,00959822-5201-411d-97dc-1cfb70504ae7,15,36.0,19,6,1,2,0,0,3.8620689655172415,,1,1,0
902,08fec22d-6026-4e95-838f-3707e81f6a65,18,12.0,8,3,0,2,0,0,,,0,0,0
761,5170b742-7d01-4496-9e8a-54ec86cb213a,17,9.0,3,4,0,3,0,4,,,2,0,1
896,a2a14533-8172-468a-baaa-2b1b72e143f0,7,6.0,5,0,2,0,0,0,,,4,0,1
897,790ba267-8f33-410a-85be-a17500c3e8da,7,6.0,5,0,2,0,0,0,,,4,0,1
898,0fa18bc1-1f93-49e6-9305-092a03181cb4,11,4.0,1,0,3,1,0,0,,,2,0,0
899,e24c5d74-5f9a-41c8-8309-7185b08ede7b,18,12.0,8,3,0,2,0,0,,,0,0,0
900,b9953bb9-3b84-4bfd-89cc-2a8d5ffe670f,18,12.0,8,3,0,2,0,0,4.0,,0,0,0
901,09c96367-a20d-4413-bcb4-efeedd5f153f,18,12.0,8,3,0,2,0,0,5.0,1.0,0,0,0
903,3acafcec-e22b-476c-a854-c85c06f2b74e,18,12.0,8,3,0,2,0,0,5.0,,0,0,0
106,ed5ff71f-9bcc-4946-bf4a-7e4e5cbc8ccc,15,35.0,28,6,1,4,0,1,,,1,0,0
904,634ad447-1481-43a1-9c96-bdbfe47ecc7b,18,12.0,8,3,0,2,0,0,,,0,0,0
905,0073247e-86e8-4137-b620-6819b9c518fd,8,2.0,1,1,0,0,1,0,,,2,0,1
906,a52b0ac6-185e-4c39-94aa-178afc7ccbca,17,9.0,3,4,0,3,0,0,3.0,,2,0,1
907,0b81d051-0a8e-4086-a8a3-7c4ac13a79b9,17,9.0,3,4,0,3,0,0,,,2,0,1
908,f293e46d-9762-4c70-a8a1-7ec8ee09ae75,7,6.0,5,0,2,0,0,0,,,4,0,1
914,1c67e2d7-e946-410d-8699-a23440dcc14d,15,36.0,19,6,1,2,0,0,3.552132701421801,,1,1,0
915,be3ddc32-d756-41a8-948a-68ae697ebca2,15,36.0,18,6,1,2,0,0,3.0961538461538463,,1,1,0
909,728d22ba-7134-4464-af6e-0cfb69c8b141,15,26.0,16,3,0,1,0,0,,,1,1,0
917,75d0b511-f597-4eed-bb93-3a9416fca332,15,36.0,19,6,1,2,0,0,,,1,1,0
918,e3a8f995-51cc-40c9-982a-3354c4e09c04,15,29.0,17,4,0,1,0,0,3.5833333333333335,,1,0,0
919,95fd356d-75a5-4473-a101-c87e996ccd0f,15,27.0,16,3,0,1,0,0,3.6153846153846154,,1,0,0
920,c36a2fc8-a61a-44f1-9be0-2c255c9e6b20,15,27.0,19,6,1,2,0,0,,,1,0,0
921,45a26713-ed26-4f88-8c12-0ad460a41d79,17,9.0,3,4,0,3,0,0,4.0,1.8,2,0,1
922,1cbc9914-be26-42fc-9518-4e48fbf64498,3,25.0,12,8,3,3,0,0,,,1,0,1
910,9e89eb8a-8bdd-4ea1-acf5-7795dcd7f041,15,27.0,16,3,0,1,0,0,,,1,1,0
711,edbd0316-324f-4a49-a5fc-8875aa0a606d,15,36.0,19,6,1,2,0,0,,,1,1,0
912,7ab88037-0a0f-4d6d-9671-e1a1c491549b,15,29.0,17,4,0,1,0,0,,,1,1,0
913,254101a7-87ff-4328-8489-3a388527cc0c,15,29.0,17,4,0,1,0,0,,,1,1,0
924,4654d703-e827-400d-bd3d-53c2e02a5309,15,26.0,18,6,1,2,0,0,,,1,0,0
916,ac20cbea-41ec-4cbd-b500-96d5148caa42,15,26.0,16,4,0,1,0,0,,,1,1,0
925,6eef75c3-6f01-41ad-8c72-efd44470dea3,15,29.0,17,4,0,1,0,0,3.728395061728395,,1,1,0
926,e38f397e-6164-4d58-acbc-795ba2d25587,15,29.0,17,4,0,1,0,0,3.3529411764705883,,1,1,0
927,b2d39816-5043-46a4-8836-b79e028442a4,15,26.0,16,4,0,1,0,0,2.9682539682539684,,1,1,0
718,87e82fcd-bcaf-4bf4-bd0e-90ceddc247b8,15,0.0,0,1,0,0,0,0,,,1,1,0
923,f9a63bce-b136-4c8a-9a0b-415f97c6d19c,15,36.0,19,6,1,2,0,0,,,1,1,0
969,e79fb16d-41a1-4d12-8799-fa1e94388acb,15,26.0,16,4,0,1,0,0,,,1,0,0
